issue_ID,issue_title,remediation,assigned_person,severity,category,system,owner_team,status,created_date,last_updated,summary,tags
ISS-00302,SharePoint permissions drift on Oracle-SCM-INV leads to latency spikes,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on Oracle-SCM-INV leads to latency spikes'. Gather diagnostics (logs, event traces, NetMon/PCAP) on DLP-Policy-89 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Kabir Iyer,Low,Network,DLP-Policy-89,Data Platform,Open,2025-06-24 22:22:22,2025-07-19 18:22:22,SharePoint permissions drift on Oracle-SCM-INV leads to latency spikes. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"network,latency,patch,cert"
ISS-00303,High CPU on DLP-Policy-30 causing production halt in cell 3,"Validate scope: reproduce the issue described as 'High CPU on DLP-Policy-30 causing production halt in cell 3'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-FIN-AP and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Pooja Kulkarni,High,Security - EDR,Oracle-FIN-AP,Mendix Dev,In Progress,2024-11-18 12:07:22,2024-11-30 23:07:22,High CPU on DLP-Policy-30 causing production halt in cell 3. Likely cause: missing group membership. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---edr,policy,latency,qos"
ISS-00304,Login failures for SharePoint due to outdated agent version,"Validate scope: reproduce the issue described as 'Login failures for SharePoint due to outdated agent version'. Gather diagnostics (logs, event traces, NetMon/PCAP) on EDR-Defender-72 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Yash Agarwal,Medium,Security - EDR,EDR-Defender-72,Cybersecurity,In Progress,2025-04-08 20:18:22,2025-05-05 15:18:22,Login failures for SharePoint due to outdated agent version. Likely cause: token cache corruption. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---edr,cert,auth,permissions"
ISS-00305,Login failures for Outlook due to timezone mismatch,"Validate scope: reproduce the issue described as 'Login failures for Outlook due to timezone mismatch'. Gather diagnostics (logs, event traces, NetMon/PCAP) on EDR-Defender-38 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aarav Sharma,Medium,Email,EDR-Defender-38,OT/Plant IT,In Progress,2024-08-22 07:17:22,2024-09-03 02:17:22,Login failures for Outlook due to timezone mismatch. Likely cause: outdated agent version. Verified with logs; resolved via targeted configuration correction and validation tests.,"email,patch,auth,permissions"
ISS-00306,SharePoint permissions drift on DLP-Policy-99 leads to policy conflict,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on DLP-Policy-99 leads to policy conflict'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Email-Exchange-25 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Vivaan Kulkarni,Medium,Printer/Peripheral,Email-Exchange-25,Service Desk,In Progress,2025-01-23 14:29:22,2025-02-09 11:29:22,SharePoint permissions drift on DLP-Policy-99 leads to policy conflict. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"printer/peripheral,latency,cert,cache"
ISS-00307,Users at Mumbai DC cannot connect to Oracle AR: intermittent failures,"Validate scope: reproduce the issue described as 'Users at Mumbai DC cannot connect to Oracle AR: intermittent failures'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Core-Router-26 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Diya Kapoor,High,Printer/Peripheral,Core-Router-26,Service Desk,In Progress,2025-04-20 04:02:22,2025-05-12 22:02:22,Users at Mumbai DC cannot connect to Oracle AR: intermittent failures. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"printer/peripheral,latency,patch,dns"
ISS-00308,Users at Jamshedpur Plant cannot connect to SharePoint: intermittent failures,"Validate scope: reproduce the issue described as 'Users at Jamshedpur Plant cannot connect to SharePoint: intermittent failures'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Mendix-OrderApp and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aditya Singh,Medium,VPN,Mendix-OrderApp,Network Ops,Resolved,2025-03-12 23:13:22,2025-04-04 00:13:22,Users at Jamshedpur Plant cannot connect to SharePoint: intermittent failures. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"vpn,permissions,latency,auth"
ISS-00309,High CPU on Oracle-FIN-AP causing order processing delays,"Validate scope: reproduce the issue described as 'High CPU on Oracle-FIN-AP causing order processing delays'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Azure-Storage-10 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ishita Nair,Medium,Printer/Peripheral,Azure-Storage-10,OT/Plant IT,In Progress,2025-07-14 18:59:22,2025-08-03 23:59:22,High CPU on Oracle-FIN-AP causing order processing delays. Likely cause: token cache corruption. Verified with logs; resolved via targeted configuration correction and validation tests.,"printer/peripheral,permissions,firmware,auth"
ISS-00310,Email delays to @partner.org after change on MDM-Intune-114,"Validate scope: reproduce the issue described as 'Email delays to @partner.org after change on MDM-Intune-114'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Robot-Arm-87 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Re-run patch 5000477 with prerequisite servicing stack; rollback driver if regression. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Meera Desai,High,Patch Mgmt,Robot-Arm-87,Cybersecurity,Resolved,2025-04-27 22:05:22,2025-05-03 15:05:22,Email delays to @partner.org after change on MDM-Intune-114. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"patch-mgmt,patch,driver,permissions"
ISS-00311,VPN split-tunnel issue for Power BI at Bengaluru Lab,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Power BI at Bengaluru Lab'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Robot-Arm-53 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Neel Gupta,Medium,SharePoint/OneDrive,Robot-Arm-53,Service Desk,Resolved,2025-02-21 05:22:22,2025-03-16 13:22:22,VPN split-tunnel issue for Power BI at Bengaluru Lab. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"sharepoint/onedrive,qos,driver,firmware"
ISS-00312,SharePoint permissions drift on Edge-Switch-67 leads to access denied,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on Edge-Switch-67 leads to access denied'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Core-Router-37 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sara Khan,Medium,Network,Core-Router-37,Network Ops,In Progress,2025-01-20 12:12:22,2025-02-16 10:12:22,SharePoint permissions drift on Edge-Switch-67 leads to access denied. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"network,permissions,driver,cache"
ISS-00313,Users at Pune Plant cannot connect to SharePoint: latency spikes,"Validate scope: reproduce the issue described as 'Users at Pune Plant cannot connect to SharePoint: latency spikes'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Vivaan Kulkarni,Medium,VPN,Oracle-SCM-INV,Cybersecurity,Known Issue,2024-12-17 18:39:22,2025-01-12 03:39:22,Users at Pune Plant cannot connect to SharePoint: latency spikes. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"vpn,cache,firmware,dns"
ISS-00314,VPN split-tunnel issue for Outlook at Mumbai DC,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Outlook at Mumbai DC'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Mendix-OrderApp and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ananya Joshi,High,Security - EDR,Mendix-OrderApp,Collaboration (M365),Resolved,2025-06-03 15:01:22,2025-06-24 00:01:22,VPN split-tunnel issue for Outlook at Mumbai DC. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---edr,cache,firmware,auth"
ISS-00315,Login failures for Outlook due to driver regression after patch,"Validate scope: reproduce the issue described as 'Login failures for Outlook due to driver regression after patch'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Core-Router-118 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Re-run patch 5000027 with prerequisite servicing stack; rollback driver if regression. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sneha Bhat,High,Patch Mgmt,Core-Router-118,Endpoint Engineering,In Progress,2025-07-13 07:22:22,2025-07-14 03:22:22,Login failures for Outlook due to driver regression after patch. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"patch-mgmt,policy,permissions,latency"
ISS-00316,Login failures for Oracle AR due to missing group membership,"Validate scope: reproduce the issue described as 'Login failures for Oracle AR due to missing group membership'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Diya Kapoor,Critical,SharePoint/OneDrive,Oracle-SCM-INV,Oracle ERP,Resolved,2025-06-03 03:28:22,2025-06-10 16:28:22,Login failures for Oracle AR due to missing group membership. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"sharepoint/onedrive,firmware,cert,cache"
ISS-00317,Email delays to @partner.org after change on Core-Router-71,"Validate scope: reproduce the issue described as 'Email delays to @partner.org after change on Core-Router-71'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Mendix-OrderApp and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rahul Verma,Low,SharePoint/OneDrive,Mendix-OrderApp,Cloud Platform,Resolved,2025-08-04 16:11:22,2025-08-09 07:11:22,Email delays to @partner.org after change on Core-Router-71. Likely cause: token cache corruption. Verified with logs; resolved via targeted configuration correction and validation tests.,"sharepoint/onedrive,dns,qos,firmware"
ISS-00318,SharePoint permissions drift on VPN-Gateway-32 leads to intermittent failures,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on VPN-Gateway-32 leads to intermittent failures'. Gather diagnostics (logs, event traces, NetMon/PCAP) on OneDrive-User-72 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Arjun Chatterjee,Medium,Security - DLP,OneDrive-User-72,Oracle ERP,Known Issue,2024-09-26 15:05:22,2024-10-10 04:05:22,SharePoint permissions drift on VPN-Gateway-32 leads to intermittent failures. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---dlp,patch,dns,driver"
ISS-00319,Login failures for Oracle AP due to stale device record,"Validate scope: reproduce the issue described as 'Login failures for Oracle AP due to stale device record'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Edge-Switch-99 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Nisha Menon,High,SharePoint/OneDrive,Edge-Switch-99,Collaboration (M365),In Progress,2024-12-09 18:06:22,2024-12-20 22:06:22,Login failures for Oracle AP due to stale device record. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"sharepoint/onedrive,auth,latency,dns"
ISS-00320,Login failures for SAP GUI due to stale device record,"Validate scope: reproduce the issue described as 'Login failures for SAP GUI due to stale device record'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Meera Desai,Medium,VPN,Oracle-SCM-INV,Cloud Platform,Open,2024-11-28 10:57:22,2024-12-04 16:57:22,Login failures for SAP GUI due to stale device record. Likely cause: token cache corruption. Verified with logs; resolved via targeted configuration correction and validation tests.,"vpn,permissions,policy,driver"
ISS-00321,VPN split-tunnel issue for SAP GUI at Mumbai DC,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for SAP GUI at Mumbai DC'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Yash Agarwal,Low,Oracle ERP,Oracle-SCM-INV,OT/Plant IT,In Progress,2025-01-04 18:13:22,2025-01-27 13:13:22,VPN split-tunnel issue for SAP GUI at Mumbai DC. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"oracle-erp,latency,qos,driver"
ISS-00322,Login failures for Outlook due to misconfigured firewall rule,"Validate scope: reproduce the issue described as 'Login failures for Outlook due to misconfigured firewall rule'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Email-Exchange-85 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aarav Sharma,High,Endpoint,Email-Exchange-85,Cloud Platform,Resolved,2024-12-08 23:55:22,2024-12-31 02:55:22,Login failures for Outlook due to misconfigured firewall rule. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"endpoint,qos,cache,permissions"
ISS-00323,SharePoint permissions drift on EDR-Defender-72 leads to expired cert,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on EDR-Defender-72 leads to expired cert'. Gather diagnostics (logs, event traces, NetMon/PCAP) on SharePoint-Site-26 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aarav Sharma,Medium,Endpoint,SharePoint-Site-26,Network Ops,Resolved,2025-01-30 02:48:22,2025-02-22 07:48:22,SharePoint permissions drift on EDR-Defender-72 leads to expired cert. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"endpoint,patch,driver,cache"
ISS-00324,SharePoint permissions drift on ADFS-Cluster-104 leads to timeouts,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on ADFS-Cluster-104 leads to timeouts'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Azure-Storage-31 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Arjun Chatterjee,High,Security - DLP,Azure-Storage-31,Oracle ERP,Resolved,2024-08-28 04:40:22,2024-09-04 08:40:22,SharePoint permissions drift on ADFS-Cluster-104 leads to timeouts. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---dlp,firmware,cert,auth"
ISS-00325,VPN split-tunnel issue for Oracle AR at Mumbai DC,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Oracle AR at Mumbai DC'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Email-Exchange-67 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ishita Nair,Low,Security - EDR,Email-Exchange-67,Service Desk,Known Issue,2025-06-17 21:51:22,2025-07-05 01:51:22,VPN split-tunnel issue for Oracle AR at Mumbai DC. Likely cause: outdated agent version. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---edr,driver,cert,permissions"
ISS-00326,High CPU on Azure-Storage-89 causing VPN disconnects,"Validate scope: reproduce the issue described as 'High CPU on Azure-Storage-89 causing VPN disconnects'. Gather diagnostics (logs, event traces, NetMon/PCAP) on OneDrive-User-111 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Vikram Patil,Medium,Security - DLP,OneDrive-User-111,Cybersecurity,Known Issue,2024-10-26 08:22:22,2024-11-13 13:22:22,High CPU on Azure-Storage-89 causing VPN disconnects. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---dlp,auth,permissions,cache"
ISS-00327,High CPU on PLC-Cell-108 causing invoice posting failures,"Validate scope: reproduce the issue described as 'High CPU on PLC-Cell-108 causing invoice posting failures'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-FIN-AP and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aarav Sharma,High,Security - EDR,Oracle-FIN-AP,Mendix Dev,In Progress,2025-03-10 20:51:22,2025-04-03 16:51:22,High CPU on PLC-Cell-108 causing invoice posting failures. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---edr,cert,dns,auth"
ISS-00328,SharePoint permissions drift on ADFS-Cluster-78 leads to TLS handshake errors,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on ADFS-Cluster-78 leads to TLS handshake errors'. Gather diagnostics (logs, event traces, NetMon/PCAP) on SharePoint-Site-4 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Nisha Menon,Medium,Email,SharePoint-Site-4,Data Platform,In Progress,2024-08-25 22:28:22,2024-09-17 13:28:22,SharePoint permissions drift on ADFS-Cluster-78 leads to TLS handshake errors. Likely cause: missing group membership. Verified with logs; resolved via targeted configuration correction and validation tests.,"email,permissions,cache,qos"
ISS-00329,Email delays to @customer.com after change on DLP-Policy-18,"Validate scope: reproduce the issue described as 'Email delays to @customer.com after change on DLP-Policy-18'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Robot-Arm-24 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ananya Joshi,Medium,Security - EDR,Robot-Arm-24,Data Platform,In Progress,2024-08-19 19:49:22,2024-08-27 18:49:22,Email delays to @customer.com after change on DLP-Policy-18. Likely cause: outdated agent version. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---edr,dns,auth,cert"
ISS-00330,SharePoint permissions drift on DLP-Policy-89 leads to latency spikes,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on DLP-Policy-89 leads to latency spikes'. Gather diagnostics (logs, event traces, NetMon/PCAP) on EDR-Defender-111 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aditya Singh,Medium,Data & Analytics,EDR-Defender-111,Data Platform,Resolved,2025-06-20 11:15:22,2025-07-03 10:15:22,SharePoint permissions drift on DLP-Policy-89 leads to latency spikes. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"data-&-analytics,firmware,cache,permissions"
ISS-00331,Users at Mumbai DC cannot connect to SharePoint: timeouts,"Validate scope: reproduce the issue described as 'Users at Mumbai DC cannot connect to SharePoint: timeouts'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Core-Router-67 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Coordinate maintenance window; apply vendor firmware; validate PLC/SCADA comms with loopback tests. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ishita Nair,Medium,Manufacturing OT,Core-Router-67,OT/Plant IT,Known Issue,2024-09-02 04:47:22,2024-09-19 00:47:22,Users at Mumbai DC cannot connect to SharePoint: timeouts. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"manufacturing-ot,dns,policy,qos"
ISS-00332,Login failures for SharePoint due to missing group membership,"Validate scope: reproduce the issue described as 'Login failures for SharePoint due to missing group membership'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Azure-Storage-100 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sneha Bhat,High,Mendix App,Azure-Storage-100,Cloud Platform,Open,2025-05-03 15:52:22,2025-05-30 11:52:22,Login failures for SharePoint due to missing group membership. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"mendix-app,auth,permissions,driver"
ISS-00333,Email delays to @customer.com after change on PLC-Cell-58,"Validate scope: reproduce the issue described as 'Email delays to @customer.com after change on PLC-Cell-58'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aarav Sharma,Medium,Email,Oracle-SCM-INV,Cybersecurity,Known Issue,2024-11-24 01:28:22,2024-12-02 11:28:22,Email delays to @customer.com after change on PLC-Cell-58. Likely cause: missing group membership. Verified with logs; resolved via targeted configuration correction and validation tests.,"email,auth,driver,cache"
ISS-00334,Login failures for Mendix OrderApp due to token cache corruption,"Validate scope: reproduce the issue described as 'Login failures for Mendix OrderApp due to token cache corruption'. Gather diagnostics (logs, event traces, NetMon/PCAP) on EDR-Defender-82 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rahul Verma,High,Security - EDR,EDR-Defender-82,OT/Plant IT,In Progress,2025-05-20 23:25:22,2025-06-14 04:25:22,Login failures for Mendix OrderApp due to token cache corruption. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---edr,cache,cert,driver"
ISS-00335,High CPU on Core-Router-54 causing production halt in cell 3,"Validate scope: reproduce the issue described as 'High CPU on Core-Router-54 causing production halt in cell 3'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sara Khan,Medium,Printer/Peripheral,Oracle-SCM-INV,Collaboration (M365),In Progress,2024-10-18 17:23:22,2024-11-07 01:23:22,High CPU on Core-Router-54 causing production halt in cell 3. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"printer/peripheral,qos,driver,cache"
ISS-00336,Email delays to @vendor.com after change on OneDrive-User-76,"Validate scope: reproduce the issue described as 'Email delays to @vendor.com after change on OneDrive-User-76'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Edge-Switch-78 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Coordinate maintenance window; apply vendor firmware; validate PLC/SCADA comms with loopback tests. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ritu Jain,Medium,Manufacturing OT,Edge-Switch-78,Collaboration (M365),Open,2025-06-15 11:38:22,2025-07-14 04:38:22,Email delays to @vendor.com after change on OneDrive-User-76. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"manufacturing-ot,cache,permissions,dns"
ISS-00337,Users at Bengaluru Lab cannot connect to Outlook: timeouts,"Validate scope: reproduce the issue described as 'Users at Bengaluru Lab cannot connect to Outlook: timeouts'. Gather diagnostics (logs, event traces, NetMon/PCAP) on SharePoint-Site-19 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Vivaan Kulkarni,High,Network,SharePoint-Site-19,Network Ops,Resolved,2025-01-11 22:21:22,2025-01-13 23:21:22,Users at Bengaluru Lab cannot connect to Outlook: timeouts. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"network,firmware,cert,cache"
